seed,trial,num_vehicles,num_requests,real_quantum_hardware,request_id,served,slack,detour_factor
100543,2,5,10,0,4,1,1273.0,1.8863893006394898
100543,2,5,10,0,5,1,2253.0,2.211464309781938
100543,2,5,10,0,6,1,2777.0,1.396365220435864
100543,2,5,10,0,7,0,1618.0,
100543,2,5,10,0,8,1,3707.0,2.619338011347444
100543,2,5,10,0,9,1,4280.0,2.619338011347444
100543,2,5,10,0,10,1,4783.0,1.6528283302460918
100544,3,5,10,0,1,0,2258.0,
100544,3,5,10,0,2,1,3726.0,1.3258629513292075
100544,3,5,10,0,3,0,1351.0,
100544,3,5,10,0,4,0,1562.0,
100544,3,5,10,0,5,1,3105.0,1.8398959913706163
100544,3,5,10,0,6,1,3896.0,1.231702790805001
100544,3,5,10,0,7,1,1924.0,3.0259272709058593
100544,3,5,10,0,8,1,2735.0,1.8398959913706163
100544,3,5,10,0,9,1,4494.0,1.3258629513292075
100544,3,5,10,0,10,1,2706.0,1.553362276569947
100545,4,5,10,0,1,0,2442.0,
100545,4,5,10,0,2,0,2411.0,
100545,4,5,10,0,3,0,3093.0,
100545,4,5,10,0,4,1,1248.0,2.4938841680555934
100545,4,5,10,0,5,1,3133.0,1.6596282080140792
100545,4,5,10,0,6,1,2479.0,1.240793902537996
100545,4,5,10,0,7,0,3760.0,
100545,4,5,10,0,8,1,4459.0,1.399342789617498
100545,4,5,10,0,9,1,2685.0,2.4938841680555934
100545,4,5,10,0,10,0,1662.0,
100546,5,5,10,0,1,1,4508.0,1.7409005013236984
100546,5,5,10,0,2,0,2688.0,
100546,5,5,10,0,3,1,4163.0,1.5706129346574051
100546,5,5,10,0,4,1,2485.0,2.086468370386636
100546,5,5,10,0,5,0,2164.0,
100546,5,5,10,0,6,0,3160.0,
100546,5,5,10,0,7,1,2006.0,2.086468370386636
100546,5,5,10,0,8,1,2886.0,1.2413742666730487
100546,5,5,10,0,9,1,3241.0,1.2413742666730487
